0	0.9274
1	0.9002
2	0.9384
3	0.8974
4	0.933
5	0.9114
6	0.9242
7	0.9164
8	0.9262
9	0.9086
10	0.9026
11	0.904
12	0.9076
13	0.8884
14	0.8994
15	0.9264
16	0.9366
17	0.9012
18	0.8974
19	0.918
20	0.9234
21	0.9272
22	0.8856
23	0.913
24	0.8448
25	0.8886
26	0.8824
27	0.8848
28	0.917
29	0.9378
30	0.9276
31	0.9144
32	0.91
33	0.9094
34	0.937
35	0.9172
36	0.906
37	0.9302
38	0.9186
39	0.1
40	0.1142
41	0.9234
42	0.8586
43	0.927
44	0.9298
45	0.9352
46	0.9158
47	0.9254
48	0.9316
49	0.9278
50	0.919
51	0.861
52	0.9254
53	0.9276
54	0.927
55	0.9288
56	0.9042
57	0.9268
58	0.9238
59	0.8974
60	0.9342
61	0.9248
62	0.934
63	0.931
64	0.9346
65	0.8964
66	0.918
67	0.9026
68	0.9302
69	0.9282
70	0.8988
71	0.8638
72	0.9114
73	0.9004
74	0.927
75	0.9146
76	0.918
77	0.9202
78	0.915
79	0.8986
80	0.8952
81	0.926
82	0.9104
83	0.8856
84	0.9284
85	0.9288
86	0.931
87	0.9128
88	0.93
89	0.9048
90	0.9286
91	0.9092
92	0.925
93	0.9218
94	0.9222
95	0.9108
96	0.903
97	0.9208
98	0.9368
99	0.8416
